"","Datein","FR(m3/dia)","BODin (ppm)","CODin (ppm)","SSin(ppm)","pHin","NAmin(ppm)","NNin (ppm)","Pin (ppm)","Colin(ppm)","Tin(°C)","Condin L1","RF(mm)","Pulp(ton/dia)","Pap (ton/dia)","...16","Dateout","BODout(ppm)","CODout (ppm)","SSout(ppm)","Colout(ppm)","Tout(°C)","Condout","FRout(m3/dia)","FRmod(m3/dia)"
"518",1998-01-31,80966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,932.919,1032.1,NA,35826,116,312,NA,468,NA,1464,80966,80840.0714285714
"519",1998-02-01,79898,192,494,NA,6.79,NA,NA,NA,430,NA,1143,10,826.008,1090.1,NA,35827,124,330,NA,472,NA,1333,80416.35,80398.7142857143
"520",1998-02-02,80808,325,499,NA,6.84,0.53,0.03,NA,474,47,1351,0,856.334,1005.6,NA,35828,141,325,NA,491,38.5,1410,80808,80286.6428571429
"521",1998-02-03,80500,246,517,NA,11.29,1,1.81,NA,420,47,1890,0,707.958,861.8,NA,35829,98,320,NA,458,38.5,1430,80500,78720.1428571429
"522",1998-02-04,82925,258,514,NA,9.02,2.1,NA,NA,403,48,1394,17.6,884.276,1008.2,NA,35830,109,299,NA,476,38,1350,83837.296,77419.9285714286
"523",1998-02-05,80754,257,481,130,9.37,0.07,NA,NA,401,48,1489,4.2,909.227,897.5,NA,35831,106,278,96,396,38,1515,80971.707,77597.8571428571
"524",1998-02-06,81928,275,527,NA,11.48,2,2.21,NA,395,46.5,2160,0.1,849.479,888.1,NA,35832,106,304,NA,383,39,1560,81933.1835,77813.2142857143
"525",1998-02-07,76215,220,504,NA,7.76,NA,NA,NA,408,NA,1271,0,799.437,913.5,NA,35833,123,305,NA,371,NA,1540,76215,77906.3571428571
"526",1998-02-08,77507,246,555,NA,8.2,NA,NA,NA,470,NA,1489,38.1,873.707,1030.3,NA,35834,118,279,NA,416,NA,1585,79481.9135,78011.6428571429
"527",1998-02-09,79755,278,618,NA,9.69,2.3,NA,0.57,444,48,1563,0,894.784,1076,NA,35835,88,307,NA,398,38,1548,79755,77916.7142857143
"528",1998-02-10,60085,230,476,NA,11.56,1.1,NA,0.71,369,44,2160,7.5,NA,889.2,NA,35836,128,358,NA,419,39,1593,60473.7625,77802
"529",1998-02-11,65507,291,621,NA,9.28,1.1,NA,NA,559,43,1735,17.2,684.241,1089.3,NA,35837,115,299,NA,422,38,1670,66398.562,77521.1428571429
"530",1998-02-12,80600,253,564,299,10.44,1.2,NA,NA,545,47.5,1870,1.7,1096.698,1072.4,NA,35838,79,238,70,356,35,1612,80688.1195,77339.0714285714
"531",1998-02-13,81937,266,597,NA,10.8,1.8,NA,1.2,551,45,1963,0,970.175,991,NA,35839,73,273,NA,317,35,1497,81937,77151.5714285714
"532",1998-02-14,82270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,898.941,1108.6,NA,35840,112,308,NA,434,NA,1810,82643.212,77200.0714285714
"533",1998-02-15,81372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,909.39,1134.1,NA,35841,115,334,NA,426,NA,1847,81574.1565,77112.8571428571
"534",1998-02-16,79479,263,542,NA,7.68,1.7,1.57,NA,488,45,1639,27.1,880.114,1192.2,NA,35842,122,340,NA,434,37.5,1841,80883.7285,76888.6428571429
"535",1998-02-17,78894,281,642,NA,12.53,3.3,3.59,NA,530,47,2300,0,907.54,1149.7,NA,35843,108,342,NA,420,37,1622,78894,77833.5714285714
"536",1998-02-18,78993,304,681,137,11.56,4.3,NA,NA,718,46.5,1896,6.7,938.978,1043,NA,35844,NA,373,65,511,38,1930,79340.2945,78411.6428571429
"537",1998-02-19,78205,308,613,NA,9.1,3,NA,NA,477,47.5,1659,0,940.975,985.7,NA,35845,167,387,NA,457,38,1894,78205,77969.5714285714
"538",1998-02-20,79303,408,711,NA,9.13,1.4,2.18,NA,570,47.5,2090,1.7,938.526,1015.7,NA,35846,187,478,NA,436,38,2280,79391.1195,77594.5714285714
"539",1998-02-21,76894,364,775,NA,8.1,NA,NA,NA,559,NA,1660,0,923.597,1071.4,NA,35847,139,453,NA,413,NA,1970,76894,77333.2142857143
"540",1998-02-22,76286,312,574,NA,7.32,NA,NA,NA,477,NA,1460,0,919.634,1069,NA,35848,129,367,NA,435,NA,1700,76286,77000
"541",1998-02-23,76616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,805.998,1099.5,NA,35849,102,305,NA,340,NA,1313,76807.7895,76733.6428571429
"542",1998-02-24,73314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,895.758,1101.8,NA,35850,117,284,NA,408,NA,1577,73764.9645,76475.9285714286
"543",1998-02-25,73600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,975.163,1103.2,NA,35851,118,336,NA,529,NA,1569,74279.0385,76223.9285714286
"544",1998-02-26,74411,238,526,NA,9.99,NA,NA,NA,624,46,1690,4.5,894.517,1122.1,NA,35852,116,343,NA,617,38,1626,74644.2575,76112.9285714286
"545",1998-02-27,76687,280,636,155,7.93,3.1,NA,1.79,500,47,935,17.3,1050.315,1113.1,NA,35853,121,397,66,495,38,1893,77583.7455,75837.7142857143
"546",1998-02-28,78611,305,596,NA,7.85,NA,NA,NA,729,NA,1630,9.9,1092.834,1103.5,NA,35854,117,317,NA,625,NA,1760,78792.4225,75873.4285714286
"547",1998-03-01,76707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,841.642,1046,NA,35855,107,338,NA,599,NA,1554,76888.4225,75834.7857142857
"548",1998-03-02,75750,263,549,NA,7.18,3.1,3.16,NA,644,47,1322,4.2,831.201,1067.7,NA,35856,110,356,NA,642,38,1670,75967.707,75600.5714285714
"549",1998-03-03,75286,289,660,NA,7.4,3.5,2.22,NA,633,47.5,1494,16.1,785.525,1007.9,NA,35857,118,447,NA,641,38,1789,76120.5435,75721.7857142857
"550",1998-03-04,75465,278,670,85,6.74,3.5,NA,NA,590,48,1270,5.3,935.817,1077.2,NA,35858,138,373,52,733,37,1584,75739.7255,75941.3571428571
"551",1998-03-05,76651,233,593,NA,7.28,2.5,NA,NA,648,48.5,1343,0,903.523,1033.6,NA,35859,107,315,NA,695,37,1509,76651,75981.7857142857
"552",1998-03-06,75450,294,650,NA,6.68,2.9,2.1,NA,457,48,1160,0.2,999.623,1054.8,NA,35860,99,334,NA,571,38,1373,75460.367,75812.8571428571
"553",1998-03-07,77394,284,620,NA,6.95,NA,NA,NA,651,NA,1270,0,922.321,1008.1,NA,35861,100,336,NA,588,38,1367,77394,75599.1428571429
"554",1998-03-08,75745,269,605,NA,7.1,NA,NA,NA,613,NA,1307,1,935.946,1045.1,NA,35862,113,358,NA,568,NA,1409,75796.835,75273.1428571429
"555",1998-03-09,73337,244,564,NA,7.05,0.06,NA,1.49,544,47,1215,0,783.57,1108.5,NA,35863,117,350,NA,566,37.5,1340,73337,75107.1428571429
"556",1998-03-10,75011,261,550,NA,8.01,12,NA,1.28,568,47.5,1327,0,872.868,1064.4,NA,35864,107,312,NA,552,39,1309,75011,74885.3571428571
"557",1998-03-11,76674,251,559,71,9.86,2.1,NA,NA,589,48,1403,0,862.606,1058.4,NA,35865,114,315,50,476,38,1310,76674,74728.4285714286
"558",1998-03-12,74977,231,578,NA,7.61,3.6,NA,NA,507,48,1349,0,861.965,1018.5,NA,35866,93,305,NA,472,38,1344,74977,74407.2857142857
"559",1998-03-13,74322,248,584,NA,7.54,3.4,NA,1.18,544,48,1500,0,854.395,1024.1,NA,35867,99,306,NA,463,37.5,1387,74322,74128.7857142857
"560",1998-03-14,75619,243,594,NA,7.5,NA,NA,NA,638,NA,1489,18.7,903.175,1045.4,NA,35868,114,288,NA,479,NA,1486,76588.3145,73733.4285714286
"561",1998-03-15,72143,219,570,NA,6.55,NA,NA,NA,533,NA,1185,0,872.399,1079.4,NA,35869,101,311,NA,489,NA,1452,72143,73514.5
"562",1998-03-16,73426,253,574,NA,7.17,4,1.71,NA,611,47.5,1288,0,873.063,1116.7,NA,35870,102,347,NA,529,35,1467,73426,73422.3571428571
"563",1998-03-17,72181,247,607,NA,7.14,3.6,1.76,NA,676,47.5,1348,0,884.271,1072.4,NA,35871,90,306,NA,506,35,1294,72181,73163.3571428571
"564",1998-03-18,73268,217,541,119,6.94,3.2,NA,NA,464,46,1203,0,736.026,1106.7,NA,35872,101,299,68,490,37,1340,73268,72791.4285714286
"565",1998-03-19,72155,271,639,NA,8.24,20,NA,NA,716,47,1530,0,855.873,1209.4,NA,35873,83,287,NA,473,36.5,1300,72155,72570.6428571429
"566",1998-03-20,71551,235,588,NA,9.67,2.9,1.9,NA,767,48,1611,0,847.293,1136.5,NA,35874,93,280,NA,426,38,1370,71551,72417.7142857143
"567",1998-03-21,71859,199,582,NA,6.97,NA,NA,NA,569,NA,1307,0,892.96,1073.6,NA,35875,94,306,NA,550,NA,1486,71859,70954.5
"568",1998-03-22,72680,276,543,NA,8.59,NA,NA,NA,569,NA,2140,22.9,859.654,1026.8,NA,35876,101,324,NA,616,NA,1909,73867.0215,69268.8571428571
"569",1998-03-23,72047,246,599,NA,7.45,1.5,NA,1.57,583,48,1915,0,1011.711,1005.7,NA,35877,100,307,NA,561,38,1547,72047,68058.3571428571
"570",1998-03-24,71385,245,568,NA,7.25,0,NA,1.51,583,46,1707,6.5,889.037,1043.5,NA,35878,90,319,NA,532,37.5,1658,71721.9275,65367.5714285714
"571",1998-03-25,71467,249,553,83,7.48,0.92,NA,NA,547,48,1910,0,811.198,983,NA,35879,95,324,41,514,37,1724,71467,63610.5714285714
"572",1998-03-26,71886,230,543,NA,7.54,1.7,NA,NA,694,47.5,2130,0,888.712,988.4,NA,35880,84,287,NA,517,38,1846,71886,63894.7142857143
"573",1998-03-27,72181,238,526,NA,7,1.3,NA,1.37,550,47,2000,2.9,806.797,1021.7,NA,35881,83,301,NA,521,35,1970,72331.3215,63978
"574",1998-03-28,55134,167,429,NA,7.82,NA,NA,NA,468,NA,2050,3.3,225.945,1102.6,NA,35882,83,324,NA,543,NA,2000,55305.0555,63997.3571428571
"575",1998-03-29,48544,174,359,NA,9.39,NA,NA,NA,477,NA,2070,2,294.033,1101.4,NA,35883,68,266,NA,530,NA,2030,48647.67,64134.2857142857
"576",1998-03-30,56479,197,437,NA,9.95,0.5,1.15,NA,591,41,2300,9.1,310.837,1098.8,NA,35884,48,220,NA,426,35,2040,56950.6985,64286.3571428571
"577",1998-03-31,34510,141,323,NA,9.15,1.1,1.28,NA,483,38.5,1913,0,126.85,1050.4,NA,35885,75,213,NA,576,35,2100,34510,64350.5
"578",1998-04-01,48670,183,394,103,10.17,2.4,NA,NA,547,40,1767,0.3,587.015,977.1,NA,35886,32,196,55,653,33,2340,48685.5505,61798.7142857143
"579",1998-04-02,76133,291,573,NA,7,2.1,NA,NA,664,45,1356,0,896.123,977.9,NA,35887,28,180,NA,653,32,2320,76133,59538.6428571429
"580",1998-04-03,72717,253,604,NA,7.09,3.5,1.88,NA,605,45,1229,0,932.833,982.6,NA,35888,72,NA,NA,NA,33,NA,72717,56468.0714285714
"581",1998-04-04,72130,269,583,NA,7.27,NA,NA,NA,523,NA,1272,0,956.885,1022.4,NA,35889,92,NA,NA,NA,NA,NA,72130,54396.1428571429
"582",1998-04-05,74597,244,578,NA,7.36,NA,NA,NA,528,NA,1229,0,949.587,1049,NA,35890,132,327,NA,530,NA,1419,74597,52440.2142857143
"583",1998-04-06,74176,238,563,NA,7.53,2.9,NA,1.01,528,45,1237,0,964.358,1056.6,NA,35891,115,338,NA,508,34.5,1343,74176,53709.1428571429
"584",1998-04-07,72283,303,580,NA,11.52,1.9,NA,0.97,453,46.5,1888,1.5,772.34,736,NA,35892,107,319,NA,506,35,1273,72360.7525,56369.7857142857
"585",1998-04-08,35742,303,610,NA,8.65,4.8,NA,NA,473,44.5,1530,0,844.442,826.8,NA,35893,90,299,NA,380,35,1370,35742,58310.0714285714
"586",1998-04-09,40245,311,618,NA,7.23,NA,NA,NA,430,NA,1387,19.2,889.177,926.9,NA,35894,76,295,NA,350,32,1469,41240.232,58374.4285714286
"587",1998-04-10,29193,278,575,NA,7.19,NA,NA,NA,314,NA,1346,0,922.725,947.3,NA,35895,55,272,NA,306,32,1470,29193,58626.3571428571
"588",1998-04-11,26127,241,514,NA,6.96,NA,NA,NA,466,NA,1190,0,947.933,983.7,NA,35896,46,220,NA,446,33,1460,26127,58726.1428571429
"589",1998-04-12,21161,248,511,NA,6.9,NA,NA,NA,487,NA,1300,0,992.129,1042.9,NA,35897,25,184,NA,487,34,1456,21161,58528.5714285714
"590",1998-04-13,74244,307,587,NA,7.45,4.6,1.34,NA,501,45,1255,0,951.895,1000.6,NA,35898,30,214,NA,412,32,1400,74244,58555.7857142857
"591",1998-04-14,71759,275,518,NA,11.59,2.2,1.089,NA,419,46.5,2030,0,836.612,762,NA,35899,49,231,NA,394,33.5,1330,71759,58739
"592",1998-04-15,75834,214,514,42,9.48,2.9,NA,NA,391,45,1255,0,920.918,984.2,NA,35900,82,243,43,363,36,1440,75834,61646.5
"593",1998-04-16,77034,263,568,NA,7.09,3.3,NA,NA,450,46,1261,0,1019.132,1037.6,NA,35901,119,287,NA,320,35,1550,77034,63972.5714285714
"594",1998-04-17,76244,350,526,NA,7.12,2.2,NA,NA,401,46.5,1227,1.3,910.88,1027.4,NA,35902,107,277,NA,329,37,1394,76311.3855,67213.5714285714
"595",1998-04-18,73527,263,391,NA,7.18,NA,NA,NA,432,NA,1151,5.2,981.865,1162.5,NA,35903,102,298,NA,416,NA,1301,73796.542,70729.5
"596",1998-04-19,71831,277,596,NA,7.22,NA,NA,NA,515,NA,1276,0,899.116,1072.7,NA,35904,98,294,NA,425,36,1269,71831,74426.6428571429
"597",1998-04-20,74557,255,560,NA,6.74,NA,NA,NA,550,NA,1306,0,939.301,1070.5,NA,35905,91,320,NA,418,35,1276,74557,74378
"598",1998-04-21,74848,261,551,NA,6.46,NA,NA,NA,469,NA,1263,0.4,944.755,1073.1,NA,35906,100,338,NA,468,35,1287,74868.734,74516.1428571429
"599",1998-04-22,76447,241,518,73,6.26,2.2,NA,NA,505,45,1060,5.1,988.766,1029.3,NA,35907,98,312,62,521,36,1247,76711.3585,74289.9285714286
"600",1998-04-23,72810,255,549,NA,6.57,3,NA,NA,516,47,1234,0.1,1041.011,1134,NA,35908,80,358,NA,490,32,1266,72815.1835,74068.5714285714
"601",1998-04-24,74567,244,580,NA,6.6,3.3,NA,2.28,561,47,1269,0.8,978.301,1020.5,NA,35909,78,299,NA,455,32,1254,74608.468,73329.5714285714
"602",1998-04-25,75350,235,601,NA,6.57,NA,NA,NA,573,NA,1241,0.1,1054.1,1151.2,NA,35910,86,323,NA,438,NA,1270,75355.1835,73023.7857142857
"603",1998-04-26,72921,246,603,NA,7.12,NA,NA,NA,585,NA,1433,0,1006.214,1145,NA,35911,94,351,NA,459,NA,1290,72921,73033.7142857143
"604",1998-04-27,73563,231,552,NA,6.76,3.3,1.51,NA,516,46,1202,0,1046.033,1099,NA,35912,90,337,NA,530,36,1315,73563,72947.2142857143
"605",1998-04-28,73693,212,529,47,6.91,2.2,5.99,NA,432,46,1190,36.5,1027.581,1139.8,NA,35913,101,330,82,534,36,1334,75584.9775,72855.1428571429
"606",1998-04-29,72667,261,534,NA,6.39,3.9,NA,NA,462,45,1046,5.8,794.815,1153.1,NA,35914,104,349,NA,496,34,1241,72967.643,72508.7142857143
"607",1998-04-30,73935,NA,NA,NA,NA,3.5,NA,NA,NA,45,NA,1,925.6,1069.1,NA,35915,NA,NA,NA,NA,34.5,NA,73986.835,72411.7142857143
"608",1998-05-01,65898,224,567,NA,6.92,NA,NA,NA,593,NA,1223,0,877.2,1011.7,NA,35916,85,320,NA,441,34,1173,65898,72086.8571428571
"609",1998-05-02,69246,257,555,NA,6.17,NA,NA,NA,564,NA,1145,0,986.404,1052.2,NA,35917,77,303,NA,462,34,1161,69246,71853.6428571429
"610",1998-05-03,71970,285,544,NA,7.06,NA,NA,NA,595,NA,1299,0,954.9,1078.1,NA,35918,104,333,NA,469,34,1186,71970,71876.8571428571
"611",1998-05-04,73346,250,504,NA,6.7,4.2,NA,1.14,494,44,1140,22,928.1,1035.1,NA,35919,99,312,NA,452,32,1215,74486.37,71324.9285714286
"612",1998-05-05,73559,237,497,NA,7.08,2.9,NA,1.16,440,44.5,1153,3.6,940.827,978.8,NA,35920,80,285,NA,432,33,1204,73564.1835,70923.7142857143
"613",1998-05-06,71597,238,519,56,9.55,4.6,NA,NA,437,44,1224,0.2,893.215,963.3,NA,35921,79,296,52,412,33,1206,71607.367,70021
"614",1998-05-07,71452,271,495,NA,7.58,2.6,NA,NA,426,43.5,1309,0,874.882,1031.7,NA,35922,85,279,NA,426,33,1241,71452,68771.4285714286
"615",1998-05-08,70019,216,488,NA,6.6,3,NA,1,450,43.5,1206,0,931.721,1037.3,NA,35923,60,265,NA,381,33,1297,70019,68901.0714285714
"616",1998-05-09,72085,224,527,NA,7.29,NA,NA,NA,510,NA,1521,0,890.983,1025.9,NA,35924,88,292,NA,405,33,1263,72085,68651.1428571429
"617",1998-05-10,73246,228,499,NA,7.14,NA,NA,NA,485,NA,1649,0.1,915.585,971,NA,35925,100,334,NA,404,33,1394,73251.1835,68032.7142857143
"618",1998-05-11,65836,225,504,NA,6.92,2.5,1.15,NA,485,43.5,1654,0.2,917.968,1068.6,NA,35926,77,295,NA,451,32,1504,65846.367,67156.2142857143
"619",1998-05-12,68076,236,476,56,7.5,5.3,0.99,NA,457,44,1660,0,887.223,1007.2,NA,35927,81,278,32,478,32,1581,68076,66875.3571428571
"620",1998-05-13,60029,272,482,NA,10.09,2.9,NA,NA,567,43.5,1663,0,896.068,916.4,NA,35928,87,281,NA,475,33,1703,60029,66890.2857142857
"621",1998-05-14,56441,288,600,NA,6.64,2.5,NA,NA,600,43.5,1457,0,939.735,1075.5,NA,35929,73,278,NA,441,32,1604,56441,66959.1428571429
"622",1998-05-15,67713,212,508,NA,6.7,2.9,1.17,NA,420,43.5,1183,3.2,865.292,1023.1,NA,35930,62,274,NA,458,33,1703,67878.872,66866.1428571429
"623",1998-05-16,65747,219,499,NA,7.07,NA,NA,NA,422,NA,1184,3.7,858.43,1038.7,NA,35931,NA,NA,NA,NA,34,NA,65938.7895,66583.2857142857
"624",1998-05-17,63312,246,506,NA,7.11,NA,NA,NA,390,NA,1163,0,884.542,957.1,NA,35932,73,289,NA,421,32.5,1565,63312,66130.4285714286
"625",1998-05-18,61075,228,490,NA,7.26,2.2,NA,1.32,431,42.5,1179,0.1,830.007,1048.6,NA,35933,75,247,NA,349,32,1220,61080.1835,65736
"626",1998-05-19,69627,247,449,NA,7.14,1.6,NA,1.27,380,43,1168,0.1,899.809,1057.4,NA,35934,65,248,NA,331,33,1183,69632.1835,65771.7857142857
"627",1998-05-20,71806,253,487,129,7.17,1.2,NA,NA,400,43.5,1380,0.1,1000.791,1083.3,NA,35935,75,230,40,312,33,1332,71811.1835,66521.9285714286
"628",1998-05-21,72416,235,558,NA,7.23,2.9,NA,NA,436,44,1322,0.1,900.402,1038,NA,35936,71,283,NA,317,31,1266,72421.1835,67174.2142857143
"629",1998-05-22,68717,256,560,NA,7.44,1.9,NA,1.84,380,NA,1444,0,830.898,1024.5,NA,35937,72,285,NA,336,32,1390,68717,66601.5
"630",1998-05-23,68125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,930.993,1131.5,NA,35938,NA,NA,NA,NA,31,NA,68125,66544.6428571429
"631",1998-05-24,66906,270,526,NA,7.09,NA,NA,NA,435,NA,1361,0,970.976,1144.3,NA,35939,85,319,NA,396,30,1427,66906,66901.4285714286
"632",1998-05-25,60314,281,678,NA,7.09,1.9,0.58,NA,515,NA,1323,0,1034.708,1065.9,NA,35940,60,353,NA,355,34,1336,60314,67286.3571428571
"633",1998-05-26,68577,268,670,NA,7.12,2.1,0.86,NA,607,44.5,1258,0,923.336,1035.2,NA,35941,70,320,NA,351,33.5,1480,68577,67154.7857142857
"634",1998-05-27,70531,229,521,69,6.82,0.9,NA,NA,417,43.5,1144,20.3,786.516,1082.8,NA,35942,78,330,40,424,33.5,1343,71583.2505,66805.3571428571
"635",1998-05-28,65573,253,570,NA,7.08,2.8,NA,NA,516,43.5,1250,0.1,1051.602,1114.6,NA,35943,86,373,NA,396,33,1274,65578.1835,66610.7857142857
"636",1998-05-29,59695,268,610,NA,7.13,1.9,0.66,NA,552,43.5,1389,31.6,1037.055,1091.3,NA,35944,76,325,NA,440,33,1371,61332.986,66651.7142857143
"637",1998-05-30,64951,281,628,NA,7.23,NA,NA,NA,534,NA,1463,7,1056.484,1094.8,NA,35945,73,338,NA,470,33,1339,65313.845,66743.3571428571
"638",1998-05-31,68307,279,654,NA,7.25,NA,NA,NA,589,NA,1413,0,986.903,1174.5,NA,35946,84,352,NA,497,32,1355,68307,66954.1428571429
"639",1998-06-01,66464,298,624,NA,7.12,2.7,NA,1.51,577,41.5,1464,0.2,851.099,991.8,NA,35947,106,374,NA,519,31,1622,66474.367,67779.9285714286
"640",1998-06-02,67785,307,588,NA,8.53,2.9,NA,1.32,543,41.5,1533,0,785.714,901.1,NA,35948,118,382,NA,542,31,1455,67785,67919.7142857143
"641",1998-06-03,66914,287,579,76,7.18,3.7,NA,NA,535,41,1150,0.1,804.672,970.9,NA,35949,97,376,49,513,30,1447,66919.1835,68003
"642",1998-06-04,69692,242,522,NA,7.4,4.5,NA,NA,510,40,1090,0,812.911,1054.2,NA,35950,82,352,NA,535,32,1469,69692,68446.2857142857
"643",1998-06-05,69290,262,543,NA,7.37,3.6,NA,1.31,492,41.5,1323,0,866.494,1055.3,NA,35951,NA,NA,NA,587,30,2120,69290,69042.3571428571
"644",1998-06-06,69408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,862.759,1118,NA,35952,98,339,NA,474,29,1443,69408,69104.9285714286
"645",1998-06-07,69857,299,569,NA,6.84,NA,NA,NA,548,NA,1270,0,930.19,1058.6,NA,35953,90,363,NA,483,31,1323,69857,69079.5
"646",1998-06-08,71875,239,573,NA,10.02,7.1,2.56,NA,430,41.5,1648,0,868.637,1056.9,NA,35954,90,386,NA,525,31,1386,71875,69272.9285714286
"647",1998-06-09,70534,243,555,NA,9.33,4.4,2.46,NA,399,41.5,1516,0.3,785.593,895.7,NA,35955,84,354,NA,515,32,1440,70549.5505,69528.7857142857
"648",1998-06-10,71697,247,514,NA,7.83,3,NA,NA,584,41.5,1299,0,928.864,1022.7,NA,35956,90,388,NA,632,31,1523,71697,69917.2857142857
"649",1998-06-11,71779,271,555,NA,7.63,NA,NA,NA,579,NA,1321,0.1,920.617,1117.9,NA,35957,86,333,NA,529,30.5,1474,71784.1835,70106.2857142857
"650",1998-06-12,68040,255,481,NA,7.24,NA,NA,NA,518,NA,1194,0,966.222,1100.5,NA,35958,85,327,NA,488,31,1397,68040,69984.2142857143
"651",1998-06-13,65827,220,509,NA,7.29,NA,NA,NA,376,NA,1165,0,859.052,1134.2,NA,35959,80,347,NA,348,32,1260,65827,69597.7857142857
"652",1998-06-14,67951,220,550,NA,7.29,NA,NA,NA,517,NA,1336,0,875.617,1148.2,NA,35960,76,320,NA,387,31,1242,67951,69234.2142857143
"653",1998-06-15,69172,249,543,NA,7.29,1.1,NA,1.82,552,43.5,1434,0,920.317,1147.3,NA,35961,85,335,NA,432,31,1423,69172,68785.7857142857
"654",1998-06-16,71367,239,542,NA,7.38,2.4,NA,NA,470,42,1521,0.1,912.175,1136.2,NA,35962,93,355,NA,452,32,1617,71372.1835,68317.5
"655",1998-06-17,72353,250,587,92,7.01,2.5,NA,NA,488,43,1560,0,975.011,1143.8,NA,35963,92,373,57,484,32,1657,72353,67751.6428571429
"656",1998-06-18,72338,292,590,NA,6.76,3,NA,NA,492,43,1480,0.1,832.584,1115,NA,35964,85,353,NA,424,32,1640,72369.101,67249.3571428571
"657",1998-06-19,67581,237,687,NA,7.04,4.5,NA,NA,380,43,1676,5.3,894.529,1167.1,NA,35965,89,392,NA,577,33,2860,67855.7255,66875
"658",1998-06-20,63998,246,556,NA,7.09,NA,NA,NA,477,NA,1558,0.1,898.665,1001.2,NA,35966,78,324,NA,NA,32,1574,64003.1835,66753.6428571429
"659",1998-06-21,64767,215,574,NA,7.5,NA,NA,NA,431,NA,1456,0,928.965,1006.9,NA,35967,82,340,NA,382,31,1662,64767,66463.7857142857
"660",1998-06-22,65597,229,627,NA,7.22,3,0.76,NA,489,44,1530,0,930.095,1064,NA,35968,93,337,NA,401,29,1553,65597,66174.6428571429
"661",1998-06-23,63978,289,586,NA,7.36,2.4,0.71,NA,506,44,1724,0,899.166,925.3,NA,35969,88,344,NA,409,33,1568,63978,65510.0714285714
"662",1998-06-24,63775,266,615,NA,7.25,NA,NA,NA,598,45,1560,0.9,951.077,1082.3,NA,35970,100,351,NA,404,34,1164,63821.6515,64601.2857142857
"663",1998-06-25,64747,267,627,76,7.98,NA,NA,NA,533,45,1566,2.6,906.298,945.5,NA,35971,86,386,34,445,34,1483,64881.771,63973.2857142857
"664",1998-06-26,62799,269,562,NA,7.42,NA,0.76,NA,433,44.5,1479,0,962.642,1010.6,NA,35972,89,362,NA,403,32,1510,62799,63496.1428571429
"665",1998-06-27,64128,234,545,NA,7.42,NA,NA,NA,435,NA,1400,0,926.043,1108.4,NA,35973,86,356,NA,441,31,1505,64128,63213.6428571429
"666",1998-06-28,63893,253,678,NA,7.28,NA,NA,NA,415,NA,1464,0,936.81,1065.7,NA,35974,88,369,NA,392,31,1462,63893,62864.2142857143
"667",1998-06-29,65124,233,553,NA,7.12,NA,NA,2.04,426,42,1431,0.2,879.779,976.6,NA,35975,79,324,NA,380,33,1439,65134.367,62549.9285714286
"668",1998-06-30,62063,270,576,NA,7.23,2.9,NA,2.12,467,43,1430,0.2,940.005,1068.4,NA,35976,92,332,NA,373,33,1440,62073.367,62093.4285714286
"669",1998-07-01,59630,250,539,97,9.94,3.3,NA,NA,464,43,1470,0,841.882,1000,NA,35977,81,300,46,379,32,1429,59630,61463.2857142857
"670",1998-07-02,63546,247,538,NA,7.56,7,NA,NA,403,41,1310,0,839.871,980.2,NA,35978,80,303,NA,390,31,1436,63546,61463.2857142857
"671",1998-07-03,60901,231,556,NA,7.13,NA,NA,1.77,492,42.5,1610,0.1,912.959,1065,NA,35979,77,285,NA,353,30,1430,60906.1835,61540.4285714286
"672",1998-07-04,60043,216,555,NA,7.16,NA,NA,NA,486,NA,1604,0,871.256,1030.6,NA,35980,77,295,NA,369,31,1469,60043,61609.5
"673",1998-07-05,59875,250,526,NA,7.33,NA,NA,NA,533,NA,1488,0,896.392,1100.7,NA,35981,80,291,NA,374,31,1445,59875,61840.7142857143
"674",1998-07-06,61197,254,563,NA,7.12,5.2,0.65,NA,478,44.5,1506,0.2,873.978,1044.4,NA,35982,78,289,NA,391,31.5,1532,61207.367,60941.5
"675",1998-07-07,57587,252,528,NA,7.1,5,0.71,NA,407,44.5,1577,0,897.828,1071.7,NA,35983,98,296,NA,413,31.5,1626,57587,59163.0714285714
"676",1998-07-08,54953,252,583,NA,7.6,5.9,NA,NA,432,45,1467,0,640.802,1005.2,NA,35984,81,349,NA,409,32,1540,54953,57452.7857142857
"677",1998-07-09,64747,248,558,NA,7.35,NA,NA,NA,548,NA,1509,0.1,897.758,1167.1,NA,35985,74,328,NA,443,33,1489,64752.1835,55349.4285714286
"678",1998-07-10,63879,260,565,NA,7.69,NA,NA,NA,539,NA,1516,0,860.109,1090.2,NA,35986,75,318,NA,408,32,1497,63879,53423.0714285714
